signal_bar,entry_bar,exit_bar,entry_price,exit_price,direction,outcome,pnl,bars_held,sl_dist,kelly_w
177727,177728,177732,0.64203,0.6415227159902865,short,win,0.000507284009713449,4,0.0007065741563866161,1.0658817542558912
177733,177734,177743,0.64144,0.6421210249887529,short,loss,-0.0006810249887528874,9,0.0006810249887528561,1.0658817542558912
177750,177751,177764,0.64186,0.6425813163713833,short,loss,-0.0007213163713832849,13,0.0007213163713833266,1.0658817542558912
178455,178456,178468,0.65159,0.6508385072847764,short,win,0.0007514927152235673,12,0.0010467219962042272,1.0658817542558912
178478,178479,178486,0.65157,0.6522874986395825,short,loss,-0.0007174986395824812,7,0.0007174986395824647,1.0658817542558912
178628,178629,178629,0.65124,0.6521913019956943,short,loss,-0.0009513019956942648,0,0.0009513019956942111,1.0658817542558912
178630,178631,178632,0.65225,0.6514893130502846,short,win,0.0007606869497154278,1,0.0010595282513893908,1.0658817542558912
178632,178633,178664,0.65077,0.651962641706555,short,loss,-0.0011926417065550865,31,0.001192641706555137,1.0658817542558912
179531,179532,179536,0.66541,0.664432259386175,short,win,0.00097774061382494,4,0.0013618529978276107,1.0658817542558912
179567,179568,179575,0.66399,0.6651645355306075,short,loss,-0.0011745355306075345,7,0.0011745355306075293,1.0658817542558912
179630,179631,179633,0.66132,0.6608894383019118,short,win,0.00043056169808819433,2,0.0005997109366229027,1.0658817542558912
179666,179667,179669,0.65988,0.6609308703688999,short,loss,-0.0010508703688998366,2,0.0010508703688998885,1.0658817542558912
179672,179673,179679,0.66028,0.6595814056638356,short,win,0.0006985943361643709,6,0.0009730421110861542,1.0658817542558912
179685,179686,179718,0.65929,0.6585806643272543,short,win,0.0007093356727457811,32,0.0009880032584673186,1.0658817542558912
179721,179722,179731,0.65907,0.658547826400916,short,win,0.0005221735990840193,9,0.0007273132272955401,1.0658817542558912
179731,179732,179738,0.65825,0.6590065462802923,short,loss,-0.000756546280292314,6,0.0007565462802923538,1.0658817542558912
179738,179739,179756,0.65884,0.658222231645825,short,win,0.0006177683541749301,17,0.0008604630647436984,1.0658817542558912
179756,179757,179760,0.65773,0.6585259308678125,short,loss,-0.0007959308678124888,3,0.000795930867812466,1.0658817542558912
179784,179785,179787,0.65779,0.6587279261686858,short,loss,-0.0009379261686858209,2,0.0009379261686857838,1.0658817542558912
179790,179791,179798,0.65869,0.659608308737663,short,loss,-0.0009183087376629651,7,0.00091830873766299,1.0658817542558912
179903,179904,179924,0.65971,0.6589867346349836,short,win,0.0007232653650164345,20,0.0008839910016867991,1.3238806484006285
180015,180016,180018,0.65836,0.6589623965061737,short,loss,-0.0006023965061737746,2,0.000602396506173799,1.3986016790958737
180877,180878,180880,0.65808,0.6575920819315783,short,win,0.00048791806842174434,2,0.0005963443058487995,1.3986016790958737
181067,181068,181075,0.65549,0.656365808929384,short,loss,-0.0008758089293839921,7,0.0008758089293840236,1.3986016790958737
181537,181538,181559,0.64825,0.6471022332054603,short,win,0.0011477667945396508,21,0.0014028260822151967,1.3986016790958737
181816,181817,181857,0.64893,0.6500169659098679,short,loss,-0.0010869659098678985,40,0.001086965909867948,1.3986016790958737
181919,181920,181951,0.64878,0.6478326460771263,short,win,0.000947353922873706,31,0.0011578770168455973,1.3986016790958737
182639,182640,182655,0.65444,0.6536751000227707,short,win,0.000764899977229283,15,0.0009348777499468594,1.3986016790958737
182672,182673,182702,0.65362,0.6528133048600626,short,win,0.0008066951399373634,29,0.0009859607265901638,1.3986016790958737
182712,182713,182718,0.65248,0.6514798973818688,short,win,0.0010001026181311046,5,0.0012223476443824477,1.3986016790958737
183556,183557,183564,0.65303,0.6522984744398405,short,win,0.0007315255601595405,7,0.0008940867957505526,1.3986016790958737
183597,183598,183603,0.65205,0.651361149308561,short,win,0.0006888506914389803,5,0.0008419286228699196,1.3986016790958737
183606,183607,183609,0.65135,0.6522090914198166,short,loss,-0.0008590914198166599,2,0.0008590914198166495,1.3986016790958737
183632,183633,183635,0.65051,0.649641878709635,short,win,0.0008681212903650648,2,0.0010610371326684508,1.3986016790958737
183758,183759,183764,0.64946,0.6487071374559412,short,win,0.0007528625440588188,5,0.0009201653316273828,1.3986016790958737
183791,183792,183814,0.64844,0.6475237070674504,short,win,0.0009162929325495783,22,0.0011199135842272698,1.3986016790958737
183946,183947,183961,0.64521,0.6442209345551859,short,win,0.0009890654448140301,14,0.0012088577658838718,1.3986016790958737
185478,185479,185526,0.66453,0.6649,short,loss,-0.0003700000000000925,47,0.001157932205020923,1.3986016790958737
186386,186387,186429,0.66916,0.6701157329286392,short,loss,-0.0009557329286392635,42,0.0009557329286393125,1.028820838005193
186487,186488,186511,0.6695,0.6688037381074907,short,win,0.0006962618925092645,23,0.0008454608694755324,1.028820838005193
186512,186513,186515,0.6691199999999999,0.6696558488334431,short,loss,-0.0005358488334431533,2,0.0005358488334431067,1.028820838005193
186515,186516,186527,0.6695099999999999,0.6690683082571804,short,win,0.0004416917428194944,11,0.0005363399734236579,1.028820838005193
186530,186531,186540,0.66936,0.6688495959330064,short,win,0.0005104040669935417,9,0.0006197763670636072,1.028820838005193
186540,186541,186547,0.66884,0.6683717994847083,short,win,0.0004682005152917279,6,0.0005685291971399132,1.028820838005193
186550,186551,186552,0.66859,0.668102423134536,short,win,0.00048757686546396783,1,0.0005920576223491192,1.028820838005193
186568,186569,186573,0.6686,0.6679320622483675,short,win,0.0006679377516324303,4,0.0008163683631063195,1.3676262094367952
186595,186596,186606,0.66712,0.666536566363293,short,win,0.000583433636707098,10,0.000708455130287133,1.028820838005193
186688,186689,186694,0.6682899999999999,0.6693169151675816,short,loss,-0.0010269151675816879,5,0.0010269151675816569,1.3676262094367952
187147,187148,187151,0.66806,0.6671281586125282,short,win,0.0009318413874718212,3,0.0011315216847871802,1.028820838005193
187153,187154,187188,0.66806,0.669499273196891,short,loss,-0.0014392731968909667,34,0.0014392731968910066,1.028820838005193
187380,187381,187384,0.66822,0.6677810505788724,short,win,0.00043894942112765456,3,0.0005330100113693167,1.028820838005193
187420,187421,187422,0.66897,0.668388642101428,short,win,0.0005813578985719436,1,0.0007059345911230376,1.028820838005193
187530,187531,187531,0.66756,0.6682138220461479,short,loss,-0.0006538220461478339,0,0.0006538220461478109,1.028820838005193
