signal_bar,entry_bar,exit_bar,entry_price,exit_price,direction,outcome,pnl,bars_held,sl_dist,kelly_w
135868,135869,135881,4186.44,4179.452718143219,long,loss,-6.98728185678101,12,6.987281856780864,1.566043393557437
135882,135883,135885,4186.139999999999,4178.992200272067,long,loss,-7.147799727932579,2,7.147799727932654,1.566043393557437
135887,135888,135895,4182.389999999999,4174.66319727386,long,loss,-7.726802726139795,7,7.726802726139688,1.566043393557437
135909,135910,135920,4174.57,4190.742738261481,long,win,16.172738261480845,10,16.17273826148054,1.4769866508894283
135923,135924,135935,4197.59,4212.837568833756,long,win,15.247568833756304,11,15.247568833756596,1.4769866508894283
135938,135939,135943,4221.42,4210.997181534215,long,loss,-10.422818465784985,4,10.422818465785376,1.566043393557437
136172,136173,136181,4202.74,4212.117767956496,short,loss,-9.377767956496427,8,9.377767956496465,1.0911996168884093
136245,136246,136252,4184.110000000001,4194.927540182557,short,loss,-10.817540182556513,6,10.817540182556584,1.0911996168884093
136252,136253,136262,4188.7300000000005,4199.510848846324,short,loss,-10.780848846323352,9,10.780848846323753,1.0911996168884093
136309,136310,136319,4209.67,4200.225810738699,long,loss,-9.44418926130129,9,9.444189261301192,1.4769866508894283
136320,136321,136326,4199.31,4207.289790514049,short,loss,-7.9797905140485454,5,7.979790514048395,1.0911996168884093
136337,136338,136343,4220.16,4229.353190718559,long,win,9.19319071855898,5,6.894893038919443,1.566043393557437
136343,136344,136351,4227.46,4220.341565360828,long,loss,-7.118434639171937,7,7.1184346391722695,1.566043393557437
136674,136675,136695,4229.63,4212.849691392668,long,loss,-16.78030860733179,20,16.780308607331662,1.566043393557437
136743,136744,136745,4237.53,4253.654055155666,long,win,16.12405515566661,1,12.09304136674989,1.566043393557437
136745,136746,136750,4254.58,4272.003700618917,long,win,17.423700618916882,4,13.067775464187392,1.566043393557437
136758,136759,136803,4268.29,4285.776721638006,long,win,17.486721638006202,44,13.11504122850479,1.566043393557437
136837,136838,136838,4317.49,4293.495354227441,long,loss,-23.994645772559124,0,23.99464577255905,1.4769866508894283
136878,136879,136889,4326.38,4339.887899951201,long,win,13.50789995120067,10,10.13092496340024,1.566043393557437
136894,136895,136897,4343.45,4335.37932753514,long,loss,-8.070672464859854,2,8.070672464860152,1.566043393557437
136897,136898,136922,4339.929999999999,4331.655081120518,long,loss,-8.274918879481447,24,8.274918879481659,1.566043393557437
137076,137077,137079,4332.67,4323.405141573878,long,loss,-9.264858426122373,2,9.26485842612221,1.566043393557437
137091,137092,137093,4319.54,4307.691013754679,long,loss,-11.848986245320702,1,11.84898624532037,1.4769866508894283
137113,137114,137161,4331.96,4329.45,long,loss,-2.5100000000002183,47,13.849009762026894,1.566043393557437
137198,137199,137201,4335.54,4324.065925385089,long,loss,-11.474074614910933,2,11.474074614911007,1.4769866508894283
137208,137209,137211,4367.55,4352.028659482797,long,loss,-15.521340517203498,2,15.52134051720363,1.566043393557437
137226,137227,137240,4334.75,4315.776902541853,long,loss,-18.973097458147095,13,18.973097458146988,1.4769866508894283
137259,137260,137295,4327.61,4338.12540986225,long,win,10.515409862250635,35,10.51540986225088,1.4769866508894283
137311,137312,137318,4347.5199999999995,4337.7163801064935,long,loss,-9.803619893506038,6,9.803619893506431,1.566043393557437
137325,137326,137327,4348.38,4357.92916554221,long,win,9.549165542210176,1,7.16187415665782,1.566043393557437
137327,137328,137331,4359.7699999999995,4370.436066207314,long,win,10.666066207314543,3,7.99954965548568,1.566043393557437
137331,137332,137333,4364.48,4375.486153606495,long,win,11.00615360649499,1,8.254615204871099,1.566043393557437
137333,137334,137343,4381.95,4394.869897752538,long,win,12.919897752538418,9,9.6899233144041,1.566043393557437
137345,137346,137349,4395.3,4405.994133679866,long,win,10.694133679865445,3,8.020600259899044,1.566043393557437
137352,137353,137354,4401.33,4413.408941817656,long,win,12.078941817656414,1,9.059206363242309,1.566043393557437
137357,137358,137362,4416.42,4406.444595530829,long,loss,-9.975404469170826,4,9.975404469170737,1.566043393557437
137362,137363,137379,4408.389999999999,4420.74918269811,long,win,12.359182698110999,16,9.269387023583471,1.566043393557437
137380,137381,137390,4418.8,4430.578222675434,long,win,11.778222675433426,9,8.833667006575086,1.566043393557437
137390,137391,137412,4432.03,4446.778003463514,long,win,14.748003463514578,21,14.748003463514614,1.4769866508894283
137412,137413,137416,4447.95,4459.189200556912,long,win,11.239200556911783,3,8.429400417684006,1.566043393557437
137416,137417,137423,4459.08,4470.444354620626,long,win,11.364354620625818,6,8.523265965469415,1.566043393557437
137424,137425,137429,4477.429999999999,4491.44733168306,long,win,14.017331683060547,4,10.512998762295526,1.566043393557437
137431,137432,137442,4486.679999999999,4475.301538400981,long,loss,-11.37846159901801,10,11.378461599017593,1.566043393557437
137442,137443,137450,4475.32,4487.860603649801,long,win,12.540603649801596,7,9.405452737351226,1.566043393557437
137467,137468,137472,4485.99,4496.722523774905,long,win,10.73252377490553,4,10.73252377490566,1.4769866508894283
137472,137473,137474,4489.26,4480.959042870034,long,loss,-8.300957129966264,1,8.300957129966278,1.566043393557437
137486,137487,137495,4474.33,4494.027781218613,long,win,19.697781218613272,8,14.773335913959672,1.566043393557437
137495,137496,137511,4493.849999999999,4511.710489679371,long,win,17.860489679371312,15,17.86048967937088,1.4769866508894283
137511,137512,137516,4507.96,4524.40016529776,long,win,16.44016529776036,4,12.330123973320518,1.566043393557437
137516,137517,137519,4521.59,4508.574913195718,long,loss,-13.015086804281964,2,13.015086804281811,1.566043393557437
137519,137520,137522,4511.8099999999995,4498.914983342198,long,loss,-12.895016657801534,2,12.895016657801442,1.566043393557437
137526,137527,137569,4493.36,4473.395874218514,long,loss,-19.964125781485563,42,19.964125781485482,1.4769866508894283
137579,137580,137587,4483.75,4504.124070135208,long,win,20.374070135208058,7,20.374070135208036,1.4769866508894283
137717,137718,137721,4475.38,4458.948858338626,short,win,16.43114166137366,3,19.952100588810723,1.3466613265673728
137721,137722,137725,4459.77,4444.934294591043,short,win,14.835705408957438,3,18.0147851394478,1.3466613265673728
137725,137726,137733,4452.87,4436.986036178018,short,win,15.883963821981524,7,19.287670355262772,1.3466613265673728
137733,137734,137734,4429.1,4412.342678951459,short,win,16.7573210485416,0,20.348175558943915,1.3466613265673728
137734,137735,137735,4420.8,4402.998630454926,short,win,17.80136954507452,0,21.615948733305046,1.3466613265673728
137735,137736,137737,4397.7,4377.667156851002,short,win,20.032843148997927,1,24.32559525235466,1.3466613265673728
137761,137762,137778,4333.08,4353.291577592588,short,loss,-20.211577592587673,16,20.211577592587304,1.0911996168884093
137778,137779,137813,4359.84,4384.084663332167,short,loss,-24.244663332166965,34,24.244663332166905,1.9979376496007633
137829,137830,137830,4370.93,4356.356213662503,short,win,14.57378633749704,0,17.696740552674513,1.3466613265673728
137830,137831,137850,4365.5,4341.660168915693,short,win,23.839831084306752,19,23.839831084306365,1.9979376496007633
137851,137852,137869,4347.89,4364.817438361471,short,loss,-16.927438361471104,17,16.92743836147093,1.0911996168884093
137874,137875,137885,4348.54,4323.819143739411,short,win,24.720856260589244,10,24.72085626058896,1.9979376496007633
137885,137886,137886,4324.63,4299.951955202524,short,win,24.678044797476105,0,24.67804479747646,1.9979376496007633
137886,137887,137889,4285.63,4316.630327311943,short,loss,-31.000327311942783,2,31.0003273119424,1.9979376496007633
137889,137890,137918,4314.22,4339.575744181913,short,loss,-25.355744181912996,28,25.355744181913234,1.3466613265673728
138066,138067,138078,4412.53,4430.899158635404,long,win,18.369158635404347,11,13.776868976553438,1.5087424415407837
138078,138079,138088,4429.97,4418.810164002823,long,loss,-11.159835997177652,9,11.159835997177545,1.5087424415407837
138088,138089,138094,4417.34,4405.8403386783175,long,loss,-11.499661321682652,5,11.499661321682211,1.5087424415407837
138097,138098,138102,4412.37,4430.483167955014,long,win,18.113167955014433,4,18.11316795501407,1.430656959429688
138102,138103,138131,4437.5599999999995,4456.8177278245685,long,win,19.257727824568974,28,19.25772782456904,1.430656959429688
138134,138135,138143,4440.58,4455.020758016512,long,win,14.440758016512518,8,14.440758016512497,1.430656959429688
138153,138154,138158,4462.82,4452.257351981107,long,loss,-10.562648018893015,4,10.5626480188929,1.5087424415407837
138195,138196,138197,4480.3,4467.543245336571,long,loss,-12.756754663429092,1,12.756754663429358,1.5087424415407837
138197,138198,138218,4475.5199999999995,4494.10745944299,long,win,18.58745944299062,20,18.58745944299023,1.430656959429688
138224,138225,138228,4498.53,4490.022479812393,long,loss,-8.507520187607042,3,8.507520187606836,1.5087424415407837
138228,138229,138230,4491.62,4483.7436885912575,long,loss,-7.876311408742367,1,7.876311408742172,1.5087424415407837
138309,138310,138327,4456.92,4441.886396809471,long,loss,-15.033603190528993,17,15.033603190528606,1.430656959429688
138400,138401,138415,4470.679999999999,4458.782697778133,long,loss,-11.897302221866084,14,11.897302221866152,1.5087424415407837
138424,138425,138438,4463.51,4477.253350132004,long,win,13.743350132003798,13,13.743350132003856,1.430656959429688
138452,138453,138459,4469.139999999999,4479.366303700472,long,win,10.226303700472272,6,10.226303700472,1.430656959429688
138472,138473,138482,4507.51,4491.869905210489,long,loss,-15.64009478951084,9,15.640094789510425,1.5087424415407837
138482,138483,138485,4483.7,4503.900635637772,long,win,20.200635637772393,2,15.150476728329386,1.5087424415407837
138496,138497,138499,4509.84,4524.207692093313,long,win,14.367692093313053,2,10.775769069984888,1.5087424415407837
138499,138500,138503,4530.22,4545.641362802117,long,win,15.421362802117073,3,11.566022101587677,1.5087424415407837
138516,138517,138519,4581.2699999999995,4565.9842792195395,long,loss,-15.285720780459997,2,15.285720780459908,1.5087424415407837
138548,138549,138555,4585.28,4599.404290772257,long,win,14.124290772257154,6,14.124290772256884,1.430656959429688
138559,138560,138563,4596.58,4614.986064843321,long,win,18.406064843321474,3,13.804548632491223,1.5087424415407837
138566,138567,138576,4620.97,4604.8152212934865,long,loss,-16.154778706513753,9,16.154778706513788,1.5087424415407837
138576,138577,138591,4605.82,4586.859090399161,long,loss,-18.96090960083893,14,18.960909600838512,1.430656959429688
