entry_bar,exit_bar,outcome,pnl_pip,sl_pip,tp_pip,direction,t_entry,t_exit,src_card
17724,17731,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1680631200000000000,1680782400000000000,XAUUSD-H6
17759,17763,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1681387200000000000,1681473600000000000,XAUUSD-H6
17844,17847,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1683223200000000000,1683288000000000000,XAUUSD-H6
18125,18139,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1689292800000000000,1689595200000000000,XAUUSD-H6
18143,18151,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1689681600000000000,1689854400000000000,XAUUSD-H6
18510,18511,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1697608800000000000,1697630400000000000,XAUUSD-H6
18513,18516,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1697673600000000000,1697738400000000000,XAUUSD-H6
18520,18529,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1697824800000000000,1698019200000000000,XAUUSD-H6
18541,18548,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1698278400000000000,1698429600000000000,XAUUSD-H6
18557,18564,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1698624000000000000,1698775200000000000,XAUUSD-H6
18660,18675,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1700848800000000000,1701172800000000000,XAUUSD-H6
18676,18688,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1701194400000000000,1701453600000000000,XAUUSD-H6
18792,18799,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1703700000000000000,1703851200000000000,XAUUSD-H6
19052,19063,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1709316000000000000,1709553600000000000,XAUUSD-H6
19070,19072,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1709704800000000000,1709748000000000000,XAUUSD-H6
19077,19079,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1709856000000000000,1709899200000000000,XAUUSD-H6
19092,19095,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1710180000000000000,1710244800000000000,XAUUSD-H6
19129,19131,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1710979200000000000,1711022400000000000,XAUUSD-H6
19159,19173,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1711627200000000000,1711929600000000000,XAUUSD-H6
19181,19182,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1712102400000000000,1712124000000000000,XAUUSD-H6
19184,19187,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1712167200000000000,1712232000000000000,XAUUSD-H6
19192,19201,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1712340000000000000,1712534400000000000,XAUUSD-H6
19202,19203,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1712556000000000000,1712577600000000000,XAUUSD-H6
19205,19211,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1712620800000000000,1712750400000000000,XAUUSD-H6
19217,19219,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1712880000000000000,1712923200000000000,XAUUSD-H6
19360,19369,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1715968800000000000,1716163200000000000,XAUUSD-H6
19556,19566,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1720202400000000000,1720418400000000000,XAUUSD-H6
19580,19583,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1720720800000000000,1720785600000000000,XAUUSD-H6
19596,19599,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1721066400000000000,1721131200000000000,XAUUSD-H6
19724,19735,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1723831200000000000,1724068800000000000,XAUUSD-H6
19736,19739,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1724090400000000000,1724155200000000000,XAUUSD-H6
19832,19835,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1726164000000000000,1726228800000000000,XAUUSD-H6
19860,19862,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1726768800000000000,1726812000000000000,XAUUSD-H6
19876,19880,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1727114400000000000,1727200800000000000,XAUUSD-H6
19886,19891,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1727330400000000000,1727438400000000000,XAUUSD-H6
19967,19971,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1729080000000000000,1729166400000000000,XAUUSD-H6
19972,19975,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1729188000000000000,1729252800000000000,XAUUSD-H6
19990,19994,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1729576800000000000,1729663200000000000,XAUUSD-H6
20016,20019,win,228.14368615621038,152.0957907708069,228.14368615621038,long,1730138400000000000,1730203200000000000,XAUUSD-H6
20024,20027,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1730311200000000000,1730376000000000000,XAUUSD-H6
20192,20193,loss,-152.0957907708069,152.0957907708069,228.14368615621038,long,1733940000000000000,1733961600000000000,XAUUSD-H6
